title,organism,bio_project_accession,id
Comparison Analysis of microRNAs in Response to EV71 and CA16 Infection in Human Bronchial Epithelial Cells by High-Throughput Sequencing to Reveal Differential Infective Mechanisms,Homo sapiens (9606),PRJNA339517,339517
Analysis of DC vaccines used for phase II clinical trial in prostate carcinoma patients,Homo sapiens (9606),PRJNA339129,339129
Profiling gene expression of the host response to an irradiated sporozoite immunization and Plasmodium vivax malaria challenge,Homo sapiens (9606),PRJNA337969,337969
Expression data from the CD8 T cells of healthy donors and dengue patients from Thailand,Homo sapiens (9606),PRJNA328920,328920
Whole blood transcriptional analysis of vaccine combination administration in infants,Homo sapiens (9606),PRJNA327545,327545
Multiple Origins of Virus Persistence during Natural Control of HIV Infection,Homo sapiens (9606),PRJNA326115,326115
Homo sapiens Transcriptome or Gene expression,Homo sapiens (9606),PRJNA325497,325497
Evaluation of the immunogenicity of live-attenuated influenza vaccines in nasal epithelial cells in primary differentiated human nasal epithelial cells [Microarray Expression],Homo sapiens (9606),PRJNA325294,325294
Expression data from Yellow Fever 17D vaccine immunized healthy subjects,Homo sapiens (9606),PRJNA324186,324186
Evaluation of the immunogenicity of live-attenuated influenza vaccines in nasal epithelial cells in primary differentiated human nasal epithelial cells [RNA-Seq],Homo sapiens (9606),PRJNA323488,323488
Influenza Vaccines Differentially Regulate the Interferon Response in Human Dendritic Cell Subsets [HumanWG-6 v3.0 Beadchip Experiments],Homo sapiens (9606),PRJNA322322,322322
Influenza Vaccines Differentially Regulate the Interferon Response in Human Dendritic Cell Subsets [HumanHT-12 V4.0 Beadchip Experiments],Homo sapiens (9606),PRJNA322321,322321
Vaccination and topical imiquimod treatment promote immune signatures in melanoma,Homo sapiens (9606),PRJNA317666,317666
Stochastic Principles Governing Alternative Splicing of RNA,Homo sapiens (9606),PRJNA317639,317639
Immunologic Effects of a Peptide Vaccine with Intralesional IFNgamma For Treatment of Melanoma,Homo sapiens (9606),PRJNA316868,316868
Integrated transcriptomics and metabolomics profiling delineates early molecular correlates of immunity to herpes zoster vaccination in humans,Homo sapiens (9606),PRJNA315699,315699
CCL4 Secretion By Interleukin-15 Dendritic Cells Directs Superior Recruitment Of Cd56+ Cytolytic Lymphocytes,Homo sapiens (9606),PRJNA315119,315119
Next Generation Sequencing for Quantitative Analysis of transcriptome of follicular compared to non-follicular CD8 T cells from  HIV+ Lymph nodes,Homo sapiens (9606),PRJNA313203,313203
Affect of Interferon Gamma on Chordoma Cells,Homo sapiens (9606),PRJNA311327,311327
Effect of human DAI expressed by an oncolytic vaccinia virus on the gene expression of tumor cells (HS294T) and monocytes (THP-1).,Homo sapiens (9606),PRJNA306644,306644
A novel tumor-associated myeloid cell population inhibits antigen-specific immune responses in cancer patients,Homo sapiens (9606),PRJNA302281,302281
Systems biology of immunity to MF59-adjuvanted versus non-adjuvanted trivalent seasonal influenza vaccines in early childhood,Homo sapiens (9606),PRJNA302111,302111
Time Course of Adults Vaccinated with Influenza TIV Vaccine during 2009/10 Flu Season,Homo sapiens (9606),PRJNA301658,301658
Time Course of Adults Vaccinated with Influenza TIV Vaccine during 2010/11 Flu Season (HIPC cohort),Homo sapiens (9606),PRJNA301610,301610
Time Course of Adults Vaccinated with Influenza TIV Vaccine during 2010/11 Flu Season (FluCenter cohort),Homo sapiens (9606),PRJNA301609,301609
Time Course of Adults Vaccinated with Influenza TIV Vaccine during 2011/12 Flu Season,Homo sapiens (9606),PRJNA301608,301608
A novel tumor-associated myeloid cell population inhibits antigen-specific immune responses in cancer patients,Homo sapiens (9606),PRJNA301139,301139
Down-regulation of Interferon signature in systemic lupus erythematosus patients by active immunization with Interferon alpha-Kinoid extended follow-up,Homo sapiens (9606),PRJNA295083,295083
Homo sapiens PBMCs: pre-vaccination (stimulation  vs. no stimulation with EV71 antigen) vs. post-vaccination (stimulation  vs. no stimulation with EV71 antigen),Homo sapiens (9606),PRJNA294582,294582
Live Attenuated Tetravalent Dengue Vaccination in Non-Human Primates,Homo sapiens (9606),PRJNA294051,294051
Phenotypical and functional characterization of human skin dermal dendritic cells and Langerhans cells.,Homo sapiens (9606),PRJNA292927,292927
Engineering of a promoterless anti-viral RNAi hairpin into an endogenous miRNA locus [mRNA],Homo sapiens (9606),PRJNA283283,283283
Engineering of a promoterless anti-viral RNAi hairpin into an endogenous miRNA locus [miRNA],Homo sapiens (9606),PRJNA283227,283227
The gene expression profile of peripheral blood mononuclear cells (PBMCs) of infants (6 to 11 months) immunized with an inactivated EV71 vaccine or placebo,Homo sapiens (9606),PRJNA283108,283108
Innate Immune Recognition of Bacterial Viability Instructs Human T follicular Helper Cell Differentiation,Homo sapiens (9606),PRJNA282140,282140
Transcriptomic analysis of human B cell responses to vaccination,Homo sapiens (9606),PRJNA282139,282139
Gene expression profiling of B-cell and non-B-cell fractions of follicular lymphoma,Homo sapiens (9606),PRJNA281712,281712
Microarray analysis of IFN-response,Homo sapiens (9606),PRJNA280773,280773
Gene expression analysis of Influenza vaccine response in Young and Old - Year 2 - B and T cells,Homo sapiens (9606),PRJNA277886,277886
Gene expression analysis of Influenza vaccine response in Young and Old - Year 1 - B and T cells,Homo sapiens (9606),PRJNA277885,277885
Malaria-associated atypical memory B cells exhibit markedly reduced B cell receptor signaling and effector function,Homo sapiens (9606),PRJNA275428,275428
"Transcriptional profiling of HBV-naïve subjects before vaccination against Hepatitis A/B viruses, Diphtheria/Tetanus toxoids and Cholera.",Homo sapiens (9606),PRJNA275222,275222
Naïve-like Yellow-Fever specific CD8 T cells and reference CD8 T cell subsets in humans,Homo sapiens (9606),PRJNA275113,275113
Constitutively-active MAVS inhibits HIV-1 replication via type I interferon secretion and induction of HIV-1 restriction factors,Homo sapiens (9606),PRJNA274307,274307
Interleukin-1- and Type I Interferon-Dependent Enhanced Immunogenicity of an NYVAC-HIV-1 Env-Gag-Pol-Nef Vaccine Vector with Dual Deletions of Type I and Type II Interferon-Binding Proteins,Homo sapiens (9606),PRJNA273923,273923
Robust enumeration of cell subsets from tissue expression profiles (BeadChip),Homo sapiens (9606),PRJNA273243,273243
A Cell-based Systems Biology Assessment of Human Blood to Monitor Immune Responses After Influenza Vaccination,Homo sapiens (9606),PRJNA271578,271578
Blood transcriptomes of chronic HCV patients four years after therapy-induced viral clearance,Homo sapiens (9606),PRJNA271396,271396
T cell responses to H1N1v and a longitudinal study of seasonal influenza vaccination - 2012,Homo sapiens (9606),PRJNA271164,271164
Plasmablast response to influenza vaccines - 2012,Homo sapiens (9606),PRJNA270825,270825
T cell responses to H1N1v and a longitudinal study of seasonal influenza vaccination - 2011,Homo sapiens (9606),PRJNA270775,270775
Expression data from whole blood samples of Rwandan adults with mild malaria with matched sample thirty days later (convalescence),Homo sapiens (9606),PRJNA270766,270766
Global analyses revealed age-related alterations in innate immune responses after stimulation of pathogen-recognition receptors,Homo sapiens (9606),PRJNA264572,264572
Dissecting the immunogenicity of RD1-recombinant live tuberculosis vaccine candidates studying host-pathogen interaction in human primary dendritic cells,Homo sapiens (9606),PRJNA264064,264064
Plasmablast response to influenza vaccines,Homo sapiens (9606),PRJNA263206,263206
Transcriptomic profiling facilitates classification of response to influenza challenge,Homo sapiens (9606),PRJNA262041,262041
The transcriptional profile of human CD8+ lung resident memory T-cells,Homo sapiens (9606),PRJNA260966,260966
Transcription in a Jurkat cell model of T cell memory,Homo sapiens (9606),PRJNA260399,260399
Memory CD4+ T cells from Vaccinia vaccinated subjects.,Homo sapiens (9606),PRJNA259824,259824
Systems Analysis of a RIG-I Agonist Inducing Broad Spectrum Inhibition of Virus Infectivity [Kinetic],Homo sapiens (9606),PRJNA258560,258560
Systems Analysis of a RIG-I Agonist Inducing Broad Spectrum Inhibition of Virus Infectivity [comparison],Homo sapiens (9606),PRJNA258559,258559
Gene expression in FACS sorted virus-specific CD8+ T cells,Homo sapiens (9606),PRJNA258530,258530
Gene expression analysis of Influenza vaccine response in Young and Old - Year 3 - PBMC,Homo sapiens (9606),PRJNA256094,256094
Gene expression analysis of Influenza vaccine response in Young and Old - Year 1 - PBMC,Homo sapiens (9606),PRJNA256010,256010
Gene expression analysis of Influenza vaccine response in Young and Old - Year 2 - PBMC,Homo sapiens (9606),PRJNA256009,256009
An improved protocol for small RNA library construction by using High-Definition adapters [cell line],Homo sapiens (9606),PRJNA255088,255088
T cell responses to H1N1v and a longitudinal study of seasonal influenza vaccination - 2009,Homo sapiens (9606),PRJNA254021,254021
T cell responses to H1N1v and a longitudinal study of seasonal influenza vaccination - 2010,Homo sapiens (9606),PRJNA254019,254019
Gene expression and cytokine profile correlate with mycobacterial growth in a human BCG challenge model,Homo sapiens (9606),PRJNA253051,253051
Genome wide analysis of the host antiviral response to dengue virus infection in primary human monocyte-derived dendritic cells,Homo sapiens (9606),PRJNA251883,251883
BDCA1+ mDCs and BDCA3+ mDCs stimulated with vaccines for 6 hr,Homo sapiens (9606),PRJNA244426,244426
Immune response to MVA85A or placebo in BCG-vaccinated South African infants at day 1 post-vaccination,Homo sapiens (9606),PRJNA243916,243916
Immune response to MVA85A or placebo in BCG-vaccinated South African infants at days 0 and 28 post-vaccination,Homo sapiens (9606),PRJNA243915,243915
"Plasmid-free Chlamydia trachomatis elicit lowered inflammation, delayed apoptosis, and reduced chemoattractant expression in HeLa cells compared to plasmid-containing wild type",Homo sapiens (9606),PRJNA242624,242624
"Genomic Fingerprints of DC Subsets in the Human Vaginal Mucosa, Skin, and Blood",Homo sapiens (9606),PRJNA236610,236610
Gene expression profiles of PBMC in CRPC patients receiving persornalized peptide vaccination,Homo sapiens (9606),PRJNA233966,233966
Time Course of Young Adults Vaccinated with Meningococcal MCV4 and MPSV4 Vaccines,Homo sapiens (9606),PRJNA227289,227289
Novel Immunotherapy-Induced Tertiary Lymphoid Aggregates Accumulate as Intratumoral Nodal Structures of Immune Regulation in Pancreatic Cancer,Homo sapiens (9606),PRJNA227088,227088
Molecular Hallmarks of Naturally Acquired Immunity to Malaria,Homo sapiens (9606),PRJNA227074,227074
Trivalent Inactivated Influenza Vaccine (TIV) and Live Attenuated Influenza Vaccine (LAIV) Induce Different B cell and Transcriptional Responses in Children,Homo sapiens (9606),PRJNA226092,226092
T helper lymphocyte- and monocyte-specific type I interferon (IFN) signatures in autoimmunity and viral infection.,Homo sapiens (9606),PRJNA226024,226024
Systems biological analysis of immunity to dengue,Homo sapiens (9606),PRJNA225472,225472
GEP of PMBCs during treatment with a gene-modified allogeneic tumor cell vaccine in advanced renal cell cancer (RCC) patients,Homo sapiens (9606),PRJNA223296,223296
"Transcriptome analysis of a clinical phase Ib Mycobacterium bovis BCG vaccination study (sex and age matched African males, 25-35 years, performed in South-Africa)",Homo sapiens (9606),PRJNA219950,219950
"Transcriptome analysis of a clinical phase Ia Mycobacterium bovis BCG vaccination study (sex and age matched European (Caucasian) males, 25-35 years, performed in Germany)",Homo sapiens (9606),PRJNA219948,219948
Molecular Hallmarks of Experimentally Acquired Immunity to Malaria [Pilot Study],Homo sapiens (9606),PRJNA219425,219425
Transcriptional analysis of human blood CXCR5+ CD4 T cell populations,Homo sapiens (9606),PRJNA217400,217400
Transcriptional analysis of human tonsil Tfh cells,Homo sapiens (9606),PRJNA217399,217399
Genome-wide profiling of whole blood from healthy adult volunteers before and after receiving non-live vaccines including seasonal influenza or pneumococcal vaccine or placebo (saline) injections II,Homo sapiens (9606),PRJNA211783,211783
454 sequencing for donor C38,Homo sapiens (9606),PRJNA209999,209999
Time series of global gene expression after trivalent influenza vaccination in humans (female cohort),Homo sapiens (9606),PRJNA208721,208721
Time series of global gene expression after trivalent influenza vaccination in humans (male cohort),Homo sapiens (9606),PRJNA208720,208720
Global Analyses of Human Immune Variation Reveal Baseline Predictors of Postvaccination Responses,Homo sapiens (9606),PRJNA205279,205279
DALIA-1 Whole Blood Longitudinal Gene Expression,Homo sapiens (9606),PRJNA202208,202208
Detection of small RNAs generated during early infection of human HEK 293 cells by the alphavirus Sindbis virus,Homo sapiens (9606),PRJNA198469,198469
Changes in gene expression profiles of circulating B cells after influenza vaccination in healthy human subjects,Homo sapiens (9606),PRJNA196147,196147
